Date,Place,Crop,Production
2015-01-31,Bakun,Lettuce,29.483
2015-02-28,Bakun,Lettuce,34.346
2015-03-31,Bakun,Lettuce,45.593
2015-04-30,Bakun,Lettuce,39.514
2015-05-31,Bakun,Lettuce,72.948
2015-06-30,Bakun,Lettuce,107.294
2015-07-31,Bakun,Lettuce,6.079
2015-08-31,Bakun,Lettuce,18.237
2015-09-30,Bakun,Lettuce,27.356
2015-10-31,Bakun,Lettuce,32.523
2015-11-30,Bakun,Lettuce,82.067
2015-12-31,Bakun,Lettuce,112.462
2016-01-31,Bakun,Lettuce,35.72
2016-02-29,Bakun,Lettuce,41.612
2016-03-31,Bakun,Lettuce,55.238
2016-04-30,Bakun,Lettuce,47.873
2016-05-31,Bakun,Lettuce,88.38
2016-06-30,Bakun,Lettuce,129.992
2016-07-31,Bakun,Lettuce,7.365
2016-08-31,Bakun,Lettuce,22.095
2016-09-30,Bakun,Lettuce,33.143
2016-10-31,Bakun,Lettuce,39.403
2016-11-30,Bakun,Lettuce,99.428
2016-12-31,Bakun,Lettuce,136.253
2017-01-31,Bakun,Lettuce,40.963
2017-02-28,Bakun,Lettuce,47.72
2017-03-31,Bakun,Lettuce,63.345
2017-04-30,Bakun,Lettuce,54.899
2017-05-31,Bakun,Lettuce,101.352
2017-06-30,Bakun,Lettuce,149.072
2017-07-31,Bakun,Lettuce,8.446
2017-08-31,Bakun,Lettuce,25.338
2017-09-30,Bakun,Lettuce,38.007
2017-10-31,Bakun,Lettuce,45.186
2017-11-30,Bakun,Lettuce,114.021
2017-12-31,Bakun,Lettuce,156.251
2018-01-31,Bakun,Lettuce,45.944
2018-02-28,Bakun,Lettuce,53.522
2018-03-31,Bakun,Lettuce,71.048
2018-04-30,Bakun,Lettuce,61.575
2018-05-31,Bakun,Lettuce,113.676
2018-06-30,Bakun,Lettuce,167.198
2018-07-31,Bakun,Lettuce,9.473
2018-08-31,Bakun,Lettuce,28.419
2018-09-30,Bakun,Lettuce,42.629
2018-10-31,Bakun,Lettuce,50.681
2018-11-30,Bakun,Lettuce,127.886
2018-12-31,Bakun,Lettuce,175.251
2019-01-31,Bakun,Lettuce,46.031
2019-02-28,Bakun,Lettuce,53.624
2019-03-31,Bakun,Lettuce,71.183
2019-04-30,Bakun,Lettuce,61.692
2019-05-31,Bakun,Lettuce,113.892
2019-06-30,Bakun,Lettuce,167.516
2019-07-31,Bakun,Lettuce,9.491
2019-08-31,Bakun,Lettuce,28.473
2019-09-30,Bakun,Lettuce,42.71
2019-10-31,Bakun,Lettuce,50.777
2019-11-30,Bakun,Lettuce,128.129
2019-12-31,Bakun,Lettuce,175.584
2015-01-31,Bokod,Lettuce,9.191
2015-02-28,Bokod,Lettuce,10.707
2015-03-31,Bokod,Lettuce,14.213
2015-04-30,Bokod,Lettuce,12.318
2015-05-31,Bokod,Lettuce,22.74
2015-06-30,Bokod,Lettuce,33.447
2015-07-31,Bokod,Lettuce,1.895
2015-08-31,Bokod,Lettuce,5.685
2015-09-30,Bokod,Lettuce,8.528
2015-10-31,Bokod,Lettuce,10.138
2015-11-30,Bokod,Lettuce,25.583
2015-12-31,Bokod,Lettuce,35.058
2016-01-31,Bokod,Lettuce,8.73
2016-02-29,Bokod,Lettuce,10.17
2016-03-31,Bokod,Lettuce,13.5
2016-04-30,Bokod,Lettuce,11.7
2016-05-31,Bokod,Lettuce,21.6
2016-06-30,Bokod,Lettuce,31.77
2016-07-31,Bokod,Lettuce,1.8
2016-08-31,Bokod,Lettuce,5.4
2016-09-30,Bokod,Lettuce,8.1
2016-10-31,Bokod,Lettuce,9.63
2016-11-30,Bokod,Lettuce,24.3
2016-12-31,Bokod,Lettuce,33.3
2017-01-31,Bokod,Lettuce,12.125
2017-02-28,Bokod,Lettuce,14.125
2017-03-31,Bokod,Lettuce,18.75
2017-04-30,Bokod,Lettuce,16.25
2017-05-31,Bokod,Lettuce,30
2017-06-30,Bokod,Lettuce,44.125
2017-07-31,Bokod,Lettuce,2.5
2017-08-31,Bokod,Lettuce,7.5
2017-09-30,Bokod,Lettuce,11.25
2017-10-31,Bokod,Lettuce,13.375
2017-11-30,Bokod,Lettuce,33.75
2017-12-31,Bokod,Lettuce,46.25
2018-01-31,Bokod,Lettuce,12.077
2018-02-28,Bokod,Lettuce,14.069
2018-03-31,Bokod,Lettuce,18.675
2018-04-30,Bokod,Lettuce,16.185
2018-05-31,Bokod,Lettuce,29.88
2018-06-30,Bokod,Lettuce,43.949
2018-07-31,Bokod,Lettuce,2.49
2018-08-31,Bokod,Lettuce,7.47
2018-09-30,Bokod,Lettuce,11.205
2018-10-31,Bokod,Lettuce,13.322
2018-11-30,Bokod,Lettuce,33.615
2018-12-31,Bokod,Lettuce,46.065
2019-01-31,Bokod,Lettuce,13.58
2019-02-28,Bokod,Lettuce,15.82
2019-03-31,Bokod,Lettuce,21
2019-04-30,Bokod,Lettuce,18.2
2019-05-31,Bokod,Lettuce,33.6
2019-06-30,Bokod,Lettuce,49.42
2019-07-31,Bokod,Lettuce,2.8
2019-08-31,Bokod,Lettuce,8.4
2019-09-30,Bokod,Lettuce,12.6
2019-10-31,Bokod,Lettuce,14.98
2019-11-30,Bokod,Lettuce,37.8
2019-12-31,Bokod,Lettuce,51.8
2015-01-31,Buguias,Lettuce,109.419
2015-02-28,Buguias,Lettuce,127.468
2015-03-31,Buguias,Lettuce,169.205
2015-04-30,Buguias,Lettuce,146.645
2015-05-31,Buguias,Lettuce,270.728
2015-06-30,Buguias,Lettuce,398.196
2015-07-31,Buguias,Lettuce,22.561
2015-08-31,Buguias,Lettuce,67.682
2015-09-30,Buguias,Lettuce,101.523
2015-10-31,Buguias,Lettuce,120.7
2015-11-30,Buguias,Lettuce,304.569
2015-12-31,Buguias,Lettuce,417.373
2016-01-31,Buguias,Lettuce,138.257
2016-02-29,Buguias,Lettuce,161.062
2016-03-31,Buguias,Lettuce,213.799
2016-04-30,Buguias,Lettuce,185.292
2016-05-31,Buguias,Lettuce,342.078
2016-06-30,Buguias,Lettuce,503.14
2016-07-31,Buguias,Lettuce,28.507
2016-08-31,Buguias,Lettuce,85.52
2016-09-30,Buguias,Lettuce,128.279
2016-10-31,Buguias,Lettuce,152.51
2016-11-30,Buguias,Lettuce,384.838
2016-12-31,Buguias,Lettuce,527.37
2017-01-31,Buguias,Lettuce,126.11
2017-02-28,Buguias,Lettuce,146.911
2017-03-31,Buguias,Lettuce,195.015
2017-04-30,Buguias,Lettuce,169.013
2017-05-31,Buguias,Lettuce,312.024
2017-06-30,Buguias,Lettuce,458.935
2017-07-31,Buguias,Lettuce,26.002
2017-08-31,Buguias,Lettuce,78.006
2017-09-30,Buguias,Lettuce,117.009
2017-10-31,Buguias,Lettuce,139.111
2017-11-30,Buguias,Lettuce,351.027
2017-12-31,Buguias,Lettuce,481.037
2018-01-31,Buguias,Lettuce,106.421
2018-02-28,Buguias,Lettuce,123.975
2018-03-31,Buguias,Lettuce,164.569
2018-04-30,Buguias,Lettuce,142.626
2018-05-31,Buguias,Lettuce,263.31
2018-06-30,Buguias,Lettuce,387.285
2018-07-31,Buguias,Lettuce,21.943
2018-08-31,Buguias,Lettuce,65.828
2018-09-30,Buguias,Lettuce,98.741
2018-10-31,Buguias,Lettuce,117.392
2018-11-30,Buguias,Lettuce,296.224
2018-12-31,Buguias,Lettuce,405.936
2019-01-31,Buguias,Lettuce,136.115
2019-02-28,Buguias,Lettuce,158.567
2019-03-31,Buguias,Lettuce,210.488
2019-04-30,Buguias,Lettuce,182.423
2019-05-31,Buguias,Lettuce,336.78
2019-06-30,Buguias,Lettuce,495.347
2019-07-31,Buguias,Lettuce,28.065
2019-08-31,Buguias,Lettuce,84.195
2019-09-30,Buguias,Lettuce,126.293
2019-10-31,Buguias,Lettuce,150.148
2019-11-30,Buguias,Lettuce,378.878
2019-12-31,Buguias,Lettuce,519.203
2015-01-31,Itogon,Lettuce,8.73
2015-02-28,Itogon,Lettuce,10.17
2015-03-31,Itogon,Lettuce,13.5
2015-04-30,Itogon,Lettuce,11.7
2015-05-31,Itogon,Lettuce,21.6
2015-06-30,Itogon,Lettuce,31.77
2015-07-31,Itogon,Lettuce,1.8
2015-08-31,Itogon,Lettuce,5.4
2015-09-30,Itogon,Lettuce,8.1
2015-10-31,Itogon,Lettuce,9.63
2015-11-30,Itogon,Lettuce,24.3
2015-12-31,Itogon,Lettuce,33.3
2016-01-31,Itogon,Lettuce,5.675
2016-02-29,Itogon,Lettuce,6.611
2016-03-31,Itogon,Lettuce,8.775
2016-04-30,Itogon,Lettuce,7.605
2016-05-31,Itogon,Lettuce,14.04
2016-06-30,Itogon,Lettuce,20.651
2016-07-31,Itogon,Lettuce,1.17
2016-08-31,Itogon,Lettuce,3.51
2016-09-30,Itogon,Lettuce,5.265
2016-10-31,Itogon,Lettuce,6.26
2016-11-30,Itogon,Lettuce,15.795
2016-12-31,Itogon,Lettuce,21.645
2017-01-31,Itogon,Lettuce,5.675
2017-02-28,Itogon,Lettuce,6.611
2017-03-31,Itogon,Lettuce,8.775
2017-04-30,Itogon,Lettuce,7.605
2017-05-31,Itogon,Lettuce,14.04
2017-06-30,Itogon,Lettuce,20.651
2017-07-31,Itogon,Lettuce,1.17
2017-08-31,Itogon,Lettuce,3.51
2017-09-30,Itogon,Lettuce,5.265
2017-10-31,Itogon,Lettuce,6.26
2017-11-30,Itogon,Lettuce,15.795
2017-12-31,Itogon,Lettuce,21.645
2018-01-31,Itogon,Lettuce,5.238
2018-02-28,Itogon,Lettuce,6.102
2018-03-31,Itogon,Lettuce,8.1
2018-04-30,Itogon,Lettuce,7.02
2018-05-31,Itogon,Lettuce,12.96
2018-06-30,Itogon,Lettuce,19.062
2018-07-31,Itogon,Lettuce,1.08
2018-08-31,Itogon,Lettuce,3.24
2018-09-30,Itogon,Lettuce,4.86
2018-10-31,Itogon,Lettuce,5.778
2018-11-30,Itogon,Lettuce,14.58
2018-12-31,Itogon,Lettuce,19.98
2019-01-31,Itogon,Lettuce,6.984
2019-02-28,Itogon,Lettuce,8.136
2019-03-31,Itogon,Lettuce,10.8
2019-04-30,Itogon,Lettuce,9.36
2019-05-31,Itogon,Lettuce,17.28
2019-06-30,Itogon,Lettuce,25.416
2019-07-31,Itogon,Lettuce,1.44
2019-08-31,Itogon,Lettuce,4.32
2019-09-30,Itogon,Lettuce,6.48
2019-10-31,Itogon,Lettuce,7.704
2019-11-30,Itogon,Lettuce,19.44
2019-12-31,Itogon,Lettuce,26.64
2015-01-31,Kabayan,Lettuce,6.596
2015-02-28,Kabayan,Lettuce,7.684
2015-03-31,Kabayan,Lettuce,10.2
2015-04-30,Kabayan,Lettuce,8.84
2015-05-31,Kabayan,Lettuce,16.32
2015-06-30,Kabayan,Lettuce,24.004
2015-07-31,Kabayan,Lettuce,1.36
2015-08-31,Kabayan,Lettuce,4.08
2015-09-30,Kabayan,Lettuce,6.12
2015-10-31,Kabayan,Lettuce,7.276
2015-11-30,Kabayan,Lettuce,18.36
2015-12-31,Kabayan,Lettuce,25.16
2016-01-31,Kabayan,Lettuce,14.758
2016-02-29,Kabayan,Lettuce,17.192
2016-03-31,Kabayan,Lettuce,22.822
2016-04-30,Kabayan,Lettuce,19.779
2016-05-31,Kabayan,Lettuce,36.515
2016-06-30,Kabayan,Lettuce,53.707
2016-07-31,Kabayan,Lettuce,3.043
2016-08-31,Kabayan,Lettuce,9.129
2016-09-30,Kabayan,Lettuce,13.693
2016-10-31,Kabayan,Lettuce,16.28
2016-11-30,Kabayan,Lettuce,41.079
2016-12-31,Kabayan,Lettuce,56.294
2017-01-31,Kabayan,Lettuce,5.675
2017-02-28,Kabayan,Lettuce,6.611
2017-03-31,Kabayan,Lettuce,8.775
2017-04-30,Kabayan,Lettuce,7.605
2017-05-31,Kabayan,Lettuce,14.04
2017-06-30,Kabayan,Lettuce,20.651
2017-07-31,Kabayan,Lettuce,1.17
2017-08-31,Kabayan,Lettuce,3.51
2017-09-30,Kabayan,Lettuce,5.265
2017-10-31,Kabayan,Lettuce,6.26
2017-11-30,Kabayan,Lettuce,15.795
2017-12-31,Kabayan,Lettuce,21.645
2018-01-31,Kabayan,Lettuce,7.372
2018-02-28,Kabayan,Lettuce,8.588
2018-03-31,Kabayan,Lettuce,11.4
2018-04-30,Kabayan,Lettuce,9.88
2018-05-31,Kabayan,Lettuce,18.24
2018-06-30,Kabayan,Lettuce,26.828
2018-07-31,Kabayan,Lettuce,1.52
2018-08-31,Kabayan,Lettuce,4.56
2018-09-30,Kabayan,Lettuce,6.84
2018-10-31,Kabayan,Lettuce,8.132
2018-11-30,Kabayan,Lettuce,20.52
2018-12-31,Kabayan,Lettuce,28.12
2019-01-31,Kabayan,Lettuce,5.723
2019-02-28,Kabayan,Lettuce,6.667
2019-03-31,Kabayan,Lettuce,8.85
2019-04-30,Kabayan,Lettuce,7.67
2019-05-31,Kabayan,Lettuce,14.16
2019-06-30,Kabayan,Lettuce,20.827
2019-07-31,Kabayan,Lettuce,1.18
2019-08-31,Kabayan,Lettuce,3.54
2019-09-30,Kabayan,Lettuce,5.31
2019-10-31,Kabayan,Lettuce,6.313
2019-11-30,Kabayan,Lettuce,15.93
2019-12-31,Kabayan,Lettuce,21.83
2015-01-31,Kapangan,Lettuce,1.152
2015-02-28,Kapangan,Lettuce,1.342
2015-03-31,Kapangan,Lettuce,1.782
2015-04-30,Kapangan,Lettuce,1.544
2015-05-31,Kapangan,Lettuce,2.851
2015-06-30,Kapangan,Lettuce,4.194
2015-07-31,Kapangan,Lettuce,0.238
2015-08-31,Kapangan,Lettuce,0.713
2015-09-30,Kapangan,Lettuce,1.069
2015-10-31,Kapangan,Lettuce,1.271
2015-11-30,Kapangan,Lettuce,3.208
2015-12-31,Kapangan,Lettuce,4.396
2016-01-31,Kapangan,Lettuce,1.804
2016-02-29,Kapangan,Lettuce,2.102
2016-03-31,Kapangan,Lettuce,2.79
2016-04-30,Kapangan,Lettuce,2.418
2016-05-31,Kapangan,Lettuce,4.464
2016-06-30,Kapangan,Lettuce,6.566
2016-07-31,Kapangan,Lettuce,0.372
2016-08-31,Kapangan,Lettuce,1.116
2016-09-30,Kapangan,Lettuce,1.674
2016-10-31,Kapangan,Lettuce,1.99
2016-11-30,Kapangan,Lettuce,5.022
2016-12-31,Kapangan,Lettuce,6.882
2017-01-31,Kapangan,Lettuce,0.68
2017-02-28,Kapangan,Lettuce,0.792
2017-03-31,Kapangan,Lettuce,1.052
2017-04-30,Kapangan,Lettuce,0.911
2017-05-31,Kapangan,Lettuce,1.682
2017-06-30,Kapangan,Lettuce,2.475
2017-07-31,Kapangan,Lettuce,0.14
2017-08-31,Kapangan,Lettuce,0.421
2017-09-30,Kapangan,Lettuce,0.631
2017-10-31,Kapangan,Lettuce,0.75
2017-11-30,Kapangan,Lettuce,1.893
2017-12-31,Kapangan,Lettuce,2.594
2018-01-31,Kapangan,Lettuce,0.715
2018-02-28,Kapangan,Lettuce,0.833
2018-03-31,Kapangan,Lettuce,1.106
2018-04-30,Kapangan,Lettuce,0.958
2018-05-31,Kapangan,Lettuce,1.769
2018-06-30,Kapangan,Lettuce,2.602
2018-07-31,Kapangan,Lettuce,0.147
2018-08-31,Kapangan,Lettuce,0.442
2018-09-30,Kapangan,Lettuce,0.663
2018-10-31,Kapangan,Lettuce,0.789
2018-11-30,Kapangan,Lettuce,1.99
2018-12-31,Kapangan,Lettuce,2.727
2019-01-31,Kapangan,Lettuce,1.691
2019-02-28,Kapangan,Lettuce,1.97
2019-03-31,Kapangan,Lettuce,2.615
2019-04-30,Kapangan,Lettuce,2.267
2019-05-31,Kapangan,Lettuce,4.184
2019-06-30,Kapangan,Lettuce,6.155
2019-07-31,Kapangan,Lettuce,0.349
2019-08-31,Kapangan,Lettuce,1.046
2019-09-30,Kapangan,Lettuce,1.569
2019-10-31,Kapangan,Lettuce,1.866
2019-11-30,Kapangan,Lettuce,4.707
2019-12-31,Kapangan,Lettuce,6.451
2015-01-31,Kibungan,Lettuce,9.428
2015-02-28,Kibungan,Lettuce,10.984
2015-03-31,Kibungan,Lettuce,14.58
2015-04-30,Kibungan,Lettuce,12.636
2015-05-31,Kibungan,Lettuce,23.328
2015-06-30,Kibungan,Lettuce,34.312
2015-07-31,Kibungan,Lettuce,1.944
2015-08-31,Kibungan,Lettuce,5.832
2015-09-30,Kibungan,Lettuce,8.748
2015-10-31,Kibungan,Lettuce,10.4
2015-11-30,Kibungan,Lettuce,26.244
2015-12-31,Kibungan,Lettuce,35.964
2016-01-31,Kibungan,Lettuce,24.415
2016-02-29,Kibungan,Lettuce,28.442
2016-03-31,Kibungan,Lettuce,37.755
2016-04-30,Kibungan,Lettuce,32.721
2016-05-31,Kibungan,Lettuce,60.408
2016-06-30,Kibungan,Lettuce,88.85
2016-07-31,Kibungan,Lettuce,5.034
2016-08-31,Kibungan,Lettuce,15.102
2016-09-30,Kibungan,Lettuce,22.653
2016-10-31,Kibungan,Lettuce,26.932
2016-11-30,Kibungan,Lettuce,67.959
2016-12-31,Kibungan,Lettuce,93.129
2017-01-31,Kibungan,Lettuce,26.627
2017-02-28,Kibungan,Lettuce,31.019
2017-03-31,Kibungan,Lettuce,41.175
2017-04-30,Kibungan,Lettuce,35.685
2017-05-31,Kibungan,Lettuce,65.88
2017-06-30,Kibungan,Lettuce,96.899
2017-07-31,Kibungan,Lettuce,5.49
2017-08-31,Kibungan,Lettuce,16.47
2017-09-30,Kibungan,Lettuce,24.705
2017-10-31,Kibungan,Lettuce,29.372
2017-11-30,Kibungan,Lettuce,74.115
2017-12-31,Kibungan,Lettuce,101.565
2018-01-31,Kibungan,Lettuce,24.784
2018-02-28,Kibungan,Lettuce,28.872
2018-03-31,Kibungan,Lettuce,38.325
2018-04-30,Kibungan,Lettuce,33.215
2018-05-31,Kibungan,Lettuce,61.32
2018-06-30,Kibungan,Lettuce,90.192
2018-07-31,Kibungan,Lettuce,5.11
2018-08-31,Kibungan,Lettuce,15.33
2018-09-30,Kibungan,Lettuce,22.995
2018-10-31,Kibungan,Lettuce,27.339
2018-11-30,Kibungan,Lettuce,68.985
2018-12-31,Kibungan,Lettuce,94.535
2019-01-31,Kibungan,Lettuce,31.525
2019-02-28,Kibungan,Lettuce,36.725
2019-03-31,Kibungan,Lettuce,48.75
2019-04-30,Kibungan,Lettuce,42.25
2019-05-31,Kibungan,Lettuce,78
2019-06-30,Kibungan,Lettuce,114.725
2019-07-31,Kibungan,Lettuce,6.5
2019-08-31,Kibungan,Lettuce,19.5
2019-09-30,Kibungan,Lettuce,29.25
2019-10-31,Kibungan,Lettuce,34.775
2019-11-30,Kibungan,Lettuce,87.75
2019-12-31,Kibungan,Lettuce,120.25
2015-01-31,La Trinidad,Lettuce,109.945
2015-02-28,La Trinidad,Lettuce,128.08
2015-03-31,La Trinidad,Lettuce,170.018
2015-04-30,La Trinidad,Lettuce,147.349
2015-05-31,La Trinidad,Lettuce,272.028
2015-06-30,La Trinidad,Lettuce,400.108
2015-07-31,La Trinidad,Lettuce,22.669
2015-08-31,La Trinidad,Lettuce,68.007
2015-09-30,La Trinidad,Lettuce,102.011
2015-10-31,La Trinidad,Lettuce,121.279
2015-11-30,La Trinidad,Lettuce,306.032
2015-12-31,La Trinidad,Lettuce,419.377
2016-01-31,La Trinidad,Lettuce,40.985
2016-02-29,La Trinidad,Lettuce,47.746
2016-03-31,La Trinidad,Lettuce,63.38
2016-04-30,La Trinidad,Lettuce,54.929
2016-05-31,La Trinidad,Lettuce,101.407
2016-06-30,La Trinidad,Lettuce,149.153
2016-07-31,La Trinidad,Lettuce,8.451
2016-08-31,La Trinidad,Lettuce,25.352
2016-09-30,La Trinidad,Lettuce,38.028
2016-10-31,La Trinidad,Lettuce,45.211
2016-11-30,La Trinidad,Lettuce,114.083
2016-12-31,La Trinidad,Lettuce,156.336
2017-01-31,La Trinidad,Lettuce,46.851
2017-02-28,La Trinidad,Lettuce,54.579
2017-03-31,La Trinidad,Lettuce,72.45
2017-04-30,La Trinidad,Lettuce,62.79
2017-05-31,La Trinidad,Lettuce,115.92
2017-06-30,La Trinidad,Lettuce,170.499
2017-07-31,La Trinidad,Lettuce,9.66
2017-08-31,La Trinidad,Lettuce,28.98
2017-09-30,La Trinidad,Lettuce,43.47
2017-10-31,La Trinidad,Lettuce,51.681
2017-11-30,La Trinidad,Lettuce,130.41
2017-12-31,La Trinidad,Lettuce,178.71
2018-01-31,La Trinidad,Lettuce,41.889
2018-02-28,La Trinidad,Lettuce,48.798
2018-03-31,La Trinidad,Lettuce,64.777
2018-04-30,La Trinidad,Lettuce,56.14
2018-05-31,La Trinidad,Lettuce,103.643
2018-06-30,La Trinidad,Lettuce,152.441
2018-07-31,La Trinidad,Lettuce,8.637
2018-08-31,La Trinidad,Lettuce,25.911
2018-09-30,La Trinidad,Lettuce,38.866
2018-10-31,La Trinidad,Lettuce,46.207
2018-11-30,La Trinidad,Lettuce,116.598
2018-12-31,La Trinidad,Lettuce,159.783
2019-01-31,La Trinidad,Lettuce,57.342
2019-02-28,La Trinidad,Lettuce,66.8
2019-03-31,La Trinidad,Lettuce,88.673
2019-04-30,La Trinidad,Lettuce,76.85
2019-05-31,La Trinidad,Lettuce,141.876
2019-06-30,La Trinidad,Lettuce,208.676
2019-07-31,La Trinidad,Lettuce,11.823
2019-08-31,La Trinidad,Lettuce,35.469
2019-09-30,La Trinidad,Lettuce,53.204
2019-10-31,La Trinidad,Lettuce,63.253
2019-11-30,La Trinidad,Lettuce,159.611
2019-12-31,La Trinidad,Lettuce,218.726
2015-01-31,Mankayan,Lettuce,61.748
2015-02-28,Mankayan,Lettuce,71.934
2015-03-31,Mankayan,Lettuce,95.487
2015-04-30,Mankayan,Lettuce,82.755
2015-05-31,Mankayan,Lettuce,152.779
2015-06-30,Mankayan,Lettuce,224.713
2015-07-31,Mankayan,Lettuce,12.732
2015-08-31,Mankayan,Lettuce,38.195
2015-09-30,Mankayan,Lettuce,57.292
2015-10-31,Mankayan,Lettuce,68.114
2015-11-30,Mankayan,Lettuce,171.877
2015-12-31,Mankayan,Lettuce,235.535
2016-01-31,Mankayan,Lettuce,104.578
2016-02-29,Mankayan,Lettuce,121.828
2016-03-31,Mankayan,Lettuce,161.719
2016-04-30,Mankayan,Lettuce,140.156
2016-05-31,Mankayan,Lettuce,258.75
2016-06-30,Mankayan,Lettuce,380.578
2016-07-31,Mankayan,Lettuce,21.563
2016-08-31,Mankayan,Lettuce,64.688
2016-09-30,Mankayan,Lettuce,97.031
2016-10-31,Mankayan,Lettuce,115.359
2016-11-30,Mankayan,Lettuce,291.094
2016-12-31,Mankayan,Lettuce,398.906
2017-01-31,Mankayan,Lettuce,112.108
2017-02-28,Mankayan,Lettuce,130.6
2017-03-31,Mankayan,Lettuce,173.363
2017-04-30,Mankayan,Lettuce,150.248
2017-05-31,Mankayan,Lettuce,277.38
2017-06-30,Mankayan,Lettuce,407.98
2017-07-31,Mankayan,Lettuce,23.115
2017-08-31,Mankayan,Lettuce,69.345
2017-09-30,Mankayan,Lettuce,104.018
2017-10-31,Mankayan,Lettuce,123.665
2017-11-30,Mankayan,Lettuce,312.053
2017-12-31,Mankayan,Lettuce,427.628
2018-01-31,Mankayan,Lettuce,104.34
2018-02-28,Mankayan,Lettuce,121.551
2018-03-31,Mankayan,Lettuce,161.351
2018-04-30,Mankayan,Lettuce,139.837
2018-05-31,Mankayan,Lettuce,258.161
2018-06-30,Mankayan,Lettuce,379.712
2018-07-31,Mankayan,Lettuce,21.513
2018-08-31,Mankayan,Lettuce,64.54
2018-09-30,Mankayan,Lettuce,96.81
2018-10-31,Mankayan,Lettuce,115.097
2018-11-30,Mankayan,Lettuce,290.431
2018-12-31,Mankayan,Lettuce,397.998
2019-01-31,Mankayan,Lettuce,129.301
2019-02-28,Mankayan,Lettuce,150.629
2019-03-31,Mankayan,Lettuce,199.95
2019-04-30,Mankayan,Lettuce,173.29
2019-05-31,Mankayan,Lettuce,319.92
2019-06-30,Mankayan,Lettuce,470.549
2019-07-31,Mankayan,Lettuce,26.66
2019-08-31,Mankayan,Lettuce,79.98
2019-09-30,Mankayan,Lettuce,119.97
2019-10-31,Mankayan,Lettuce,142.631
2019-11-30,Mankayan,Lettuce,359.91
2019-12-31,Mankayan,Lettuce,493.21
2015-01-31,Tuba,Lettuce,4.287
2015-02-28,Tuba,Lettuce,4.995
2015-03-31,Tuba,Lettuce,6.63
2015-04-30,Tuba,Lettuce,5.746
2015-05-31,Tuba,Lettuce,10.608
2015-06-30,Tuba,Lettuce,15.603
2015-07-31,Tuba,Lettuce,0.884
2015-08-31,Tuba,Lettuce,2.652
2015-09-30,Tuba,Lettuce,3.978
2015-10-31,Tuba,Lettuce,4.729
2015-11-30,Tuba,Lettuce,11.934
2015-12-31,Tuba,Lettuce,16.354
2016-01-31,Tuba,Lettuce,3.783
2016-02-29,Tuba,Lettuce,4.407
2016-03-31,Tuba,Lettuce,5.85
2016-04-30,Tuba,Lettuce,5.07
2016-05-31,Tuba,Lettuce,9.36
2016-06-30,Tuba,Lettuce,13.767
2016-07-31,Tuba,Lettuce,0.78
2016-08-31,Tuba,Lettuce,2.34
2016-09-30,Tuba,Lettuce,3.51
2016-10-31,Tuba,Lettuce,4.173
2016-11-30,Tuba,Lettuce,10.53
2016-12-31,Tuba,Lettuce,14.43
2017-01-31,Tuba,Lettuce,1.709
2017-02-28,Tuba,Lettuce,1.99
2017-03-31,Tuba,Lettuce,2.642
2017-04-30,Tuba,Lettuce,2.29
2017-05-31,Tuba,Lettuce,4.228
2017-06-30,Tuba,Lettuce,6.218
2017-07-31,Tuba,Lettuce,0.352
2017-08-31,Tuba,Lettuce,1.057
2017-09-30,Tuba,Lettuce,1.585
2017-10-31,Tuba,Lettuce,1.885
2017-11-30,Tuba,Lettuce,4.756
2017-12-31,Tuba,Lettuce,6.518
2018-01-31,Tuba,Lettuce,2.765
2018-02-28,Tuba,Lettuce,3.221
2018-03-31,Tuba,Lettuce,4.275
2018-04-30,Tuba,Lettuce,3.705
2018-05-31,Tuba,Lettuce,6.84
2018-06-30,Tuba,Lettuce,10.061
2018-07-31,Tuba,Lettuce,0.57
2018-08-31,Tuba,Lettuce,1.71
2018-09-30,Tuba,Lettuce,2.565
2018-10-31,Tuba,Lettuce,3.05
2018-11-30,Tuba,Lettuce,7.695
2018-12-31,Tuba,Lettuce,10.545
2019-01-31,Tuba,Lettuce,1.016
2019-02-28,Tuba,Lettuce,1.183
2019-03-31,Tuba,Lettuce,1.571
2019-04-30,Tuba,Lettuce,1.361
2019-05-31,Tuba,Lettuce,2.513
2019-06-30,Tuba,Lettuce,3.696
2019-07-31,Tuba,Lettuce,0.209
2019-08-31,Tuba,Lettuce,0.628
2019-09-30,Tuba,Lettuce,0.942
2019-10-31,Tuba,Lettuce,1.12
2019-11-30,Tuba,Lettuce,2.827
2019-12-31,Tuba,Lettuce,3.874
2015-01-31,Tublay,Lettuce,1.652
2015-02-28,Tublay,Lettuce,1.925
2015-03-31,Tublay,Lettuce,2.555
2015-04-30,Tublay,Lettuce,2.215
2015-05-31,Tublay,Lettuce,4.088
2015-06-30,Tublay,Lettuce,6.013
2015-07-31,Tublay,Lettuce,0.341
2015-08-31,Tublay,Lettuce,1.022
2015-09-30,Tublay,Lettuce,1.533
2015-10-31,Tublay,Lettuce,1.823
2015-11-30,Tublay,Lettuce,4.599
2015-12-31,Tublay,Lettuce,6.303
2016-01-31,Tublay,Lettuce,8.775
2016-02-29,Tublay,Lettuce,10.222
2016-03-31,Tublay,Lettuce,13.569
2016-04-30,Tublay,Lettuce,11.76
2016-05-31,Tublay,Lettuce,21.71
2016-06-30,Tublay,Lettuce,31.932
2016-07-31,Tublay,Lettuce,1.809
